 LINE ID,naics2002,2002 NAICS US TITLE,isic,ISIC 3.1 TITLE,NOTES
1723,522294,Secondary Market Financing,6592,Other credit granting,"buying, pooling, repackaging, and selling loans on the secondary market (securitization of loans)"
1724,522298,All Other Nondepository Credit Intermediation,6511,Central banking,national office supervising credit unions (similar to oversight of banks by Central Bank)
1725,522298,All Other Nondepository Credit Intermediation,6592,Other credit granting,"other nondepository credit issuing including pawn shops and pawn brokers, buying or factoring accounts receivable, making loans based on the anticipated value of crops being grown by farmers, etc. "
1726,522310,Mortgage and Nonmortgage Loan Brokers,6719,Activities auxiliary to financial intermediation n.e.c.,loan brokers
1727,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",6719,Activities auxiliary to financial intermediation n.e.c.,"credit card processing centers, check clearing services, EFT services"
1728,522390,Other Activities Related to Credit Intermediation,6719,Activities auxiliary to financial intermediation n.e.c.,"check cashing services, loan servicing, and money order issuing"
1729,523110,Investment Banking and Securities Dealing,6599,Other financial intermediation n.e.c.,acting as a principle in the underwriting or dealing of securities
1730,523120,Securities Brokerage,6712,Security dealing activities,securities brokers
1731,523130,Commodity Contracts Dealing,6599,Other financial intermediation n.e.c.,acting as a principal in the buying or selling of commodity futures or spot market contracts
1732,523130,Commodity Contracts Dealing,6719,Activities auxiliary to financial intermediation n.e.c.,foreign currency exchanges (selling currency to the public)
1733,523140,Commodity Contracts Brokerage,6712,Security dealing activities,commodity contract brokers
1734,523210,Securities and Commodity Exchanges,6711,Administration of financial markets,security and commodity exchanges
1735,523910,Miscellaneous Intermediation,6592,Other credit granting,viatical settlement companies
1736,523910,Miscellaneous Intermediation,6599,Other financial intermediation n.e.c.,venture capital companies and own account investors
1738,523910,Miscellaneous Intermediation,7010,Real estate activities with own or leased property,buying and selling of real estate as a trading stock of the seller 
1739,523920,Portfolio Management,6602,Pension funding,management of pension funds
1740,523920,Portfolio Management,6712,Security dealing activities,managing the assets in a portfolio
1741,523930,Investment Advice,6719,Activities auxiliary to financial intermediation n.e.c.,providing asset management advice
1742.1,523991,"Trust, Fiduciary, and Custody Activities",6599,Other financial intermediation n.e.c.,administration of trusts and private estates
1742,523991,"Trust, Fiduciary, and Custody Activities",6719,Activities auxiliary to financial intermediation n.e.c.,"trust, fiduciary, and custody services"
1743.1,523999,Miscellaneous Financial Investment Activities,6712,Security dealing activities,gas and oil lease brokers offices
1743,523999,Miscellaneous Financial Investment Activities,6719,Activities auxiliary to financial intermediation n.e.c.,"exchange clearinghouses, stock quotation, and other miscellaneous financial investment activities"
1744,524113,Direct Life Insurance Carriers,6601,Life insurance,life insurance
1744.1,524113,Direct Life Insurance Carriers,6603,Non-life insurance,disability insurance
1745,524114,Direct Health and Medical Insurance Carriers,6603,Non-life insurance,health and medical insurance
1746,524126,Direct Property and Causality Insurance Carriers,6603,Non-life insurance,property and casualty insurance
1747,524127,Direct Title Insurance Carriers,6603,Non-life insurance,real estate title insurance
1748,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",6603,Non-life insurance,"miscellaneous insurance, such as warranty (product or home) insurance, deposit insurance, burial insurance, pet health insurance, etc."
1749,524130,Reinsurance Carriers,6601,Life insurance,life reinsurance
1750,524130,Reinsurance Carriers,6603,Non-life insurance,"reinsurance, nonlife"
1751,524210,Insurance Agencies and Brokerages,6720,Activities auxiliary to insurance and pension funding,insurance agents
1752,524291,Claims Adjusting,6720,Activities auxiliary to insurance and pension funding,"investigating, appraising, and settling insurance claims"
1753,524292,Third Party Administration of Insurance and Pension Funds,6720,Activities auxiliary to insurance and pension funding,"third party administration of pension funds, third party administration of insurance funds"
1755,524298,All Other Insurance Related Activities,6720,Activities auxiliary to insurance and pension funding,"insurance underwriters laboratories and standards setting, insurance rate making services, insurance advisory services, and similar insurance related services"
1756,525110,Pension Funds,xxxx,Out of Scope for ISIC,pension funds (excluding compulsory social security) legal entities
1757,525120,Health and Welfare Funds,xxxx,Out of Scope for ISIC,"employee vacation funds, Christmas funds, etc., self insurance for health and welfare"
1759,525190,Other Insurance Funds,xxxx,Out of Scope for ISIC,"life insurance funds (self insurance) solely for the benefit of the sponsor, firm, its employees or members, other self insurance funds"
1761,525910,Open-End Investment Funds,xxxx,Out of Scope for ISIC,"open-ended money market mutual funds, open-ended mutual funds, etc."
1762,525920,"Trusts, Estates, and Agency Accounts",xxxx,Out of Scope for ISIC,"trusts, estates, and agency accounts"
1763,525930,Real Estate Investment Trusts,xxxx,Out of Scope for ISIC,real estate investment trusts (REITs)
1764,525990,Other Financial Vehicles,xxxx,Out of Scope for ISIC,closed-end funds
1765,531110,Lessors of Residential Buildings and Dwellings,7010,Real estate activities with own or leased property,"leasing or subleasing residential buildings, including housing authorities operating buildings"
1766,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),7010,Real estate activities with own or leased property,"leasing or subleasing nonresidential buildings, including conference centers not promoting events"
1767,531130,Lessors of Miniwarehouses and Self-Storage Units,7010,Real estate activities with own or leased property,self storage rental and leasing 
1768,531190,Lessors of Other Real Estate Property,7010,Real estate activities with own or leased property,"leasing and subleasing of other real estate, such as rental of farm land, mobile home parks, grazing land, forest land, vacant lots, flea market spaces, etc."
1769,531210,Offices of Real Estate Agents and Brokers,7020,Real estate activities on a fee or contract basis,real estate agencies and brokers
1770,531311,Residential Property Managers,7020,Real estate activities on a fee or contract basis,residential property management services
1771,531312,Nonresidential Property Managers,7020,Real estate activities on a fee or contract basis,nonresidential property management services
1772,531312,Nonresidential Property Managers,7514,Supporting service activities for the government as a whole,management of government buildings 
1773,531320,Offices of Real Estate Appraisers,7020,Real estate activities on a fee or contract basis,real estate appraisers 
1774,531390,Other Activities Related to Real Estate,7020,Real estate activities on a fee or contract basis,"real estate intermediation services, such as listing services, escrow agencies, fiduciaries' offices"
1775,532111,Passenger Car Rental,7111,Renting of land transport equipment,short term car rental
1776,532112,Passenger Car Leasing,7111,Renting of land transport equipment,passenger car leasing (longer term) mixture of finance and operating lease characteristics
1777,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",7111,Renting of land transport equipment,"rental or leasing of cargo vans and similar automobiles under 3.5 tons, rental and leasing of trucks, buses, semitrailers, utility trailers, and RVs"
1779,532210,Consumer Electronics and Appliances Rental,7130,Renting of personal and household goods n.e.c.,consumer electronics and appliances rental
1780,532220,Formal Wear and Costume Rental,7130,Renting of personal and household goods n.e.c.,formal wear and costumes rental
1781,532230,Video Tape and Disc Rental,7130,Renting of personal and household goods n.e.c.,video tape and disc rental
1782,532291,Home Health Equipment Rental,7130,Renting of personal and household goods n.e.c.,home health equipment rental
1783,532292,Recreational Goods Rental,7111,Renting of land transport equipment,rental of motorcycles
1784,532292,Recreational Goods Rental,7130,Renting of personal and household goods n.e.c.,recreational and sporting equipment rental and leasing 
1785,532299,All Other Consumer Goods Rental,7130,Renting of personal and household goods n.e.c.,party supply rental and furniture rental
1786,532310,General Rental Centers,7122,Renting of construction and civil engineering machinery and equipment,rental of a range of commercial and industrial equipment (contractor and builder tools)
1787,532310,General Rental Centers,7129,Renting of other machinery and equipment n.e.c.,rental of a range of commercial and industrial equipment
1788,532310,General Rental Centers,7130,Renting of personal and household goods n.e.c.,renting a range of commercial and household equipment including do-it-yourself equipment and lawn and garden equipment
1789,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",7111,Renting of land transport equipment,rental of railroad cars and off-highway transportation equipment
1790,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",7112,Renting of water transport equipment,rental of commercial vessels without crew
1791,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",7113,Renting of air transport equipment,rental of air transportation equipment without crew
1792,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",7121,Renting of agricultural machinery and equipment,rental of forestry and logging machinery and equipment without operator
1793,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",7122,Renting of construction and civil engineering machinery and equipment,"rental and leasing of construction equipment, bulldozers, earthmoving equipment, cranes"
1794,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",7129,Renting of other machinery and equipment n.e.c.,rental of mining machinery and equipment
1795,532420,Office Machinery and Equipment Rental and Leasing,7123,Renting of office machinery and equipment (including computers),"rent or lease of office machinery, computers, copiers, faxes, and similar equipment"
1795.1,532420,Office Machinery and Equipment Rental and Leasing,7130,Renting of personal and household goods n.e.c.,rental of office furniture
1796,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,7111,Renting of land transport equipment,rental of pallets and containers
1797,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,7121,Renting of agricultural machinery and equipment,rental of agricultural equipment without operator
1798,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,7122,Renting of construction and civil engineering machinery and equipment,rental of scaffolding and platforms
1799,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,7129,Renting of other machinery and equipment n.e.c.,"rental of manufacturing equipment, metalworking, telecommunications, motion picture, theatrical, medical equipment (except home medical equipment), accommodation or office containers (buildings)"
1799.1,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,7130,Renting of personal and household goods n.e.c.,institutional furniture rental and leasing
1800,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),6599,Other financial intermediation n.e.c.,"patent holders, franchise issuers, and holders of similar intangible assets receiving royalties or licensing fees"
1801,541110,Offices of Lawyers,7411,Legal activities,legal services of lawyers
1802,541120,Offices of Notaries,7411,Legal activities,null set in US: legal activities carried out by notaries
1803,541191,Title Abstract and Settlement Offices,7411,Legal activities,"preparation of deeds, research of real estate titles, real estate settlements"
1804,541199,All Other Legal Services,7411,Legal activities,"notaries, process serving, patent agent services, etc."
1805,541211,Offices of Certified Public Accountants,7412,"Accounting, book-keeping and auditing activities; tax consultancy",accounting and auditing services
1806,541213,Tax Preparation Services,7412,"Accounting, book-keeping and auditing activities; tax consultancy",tax preparation
1807,541214,Payroll Services,7412,"Accounting, book-keeping and auditing activities; tax consultancy",payroll services that also issue paychecks and prepare required tax filings
1808,541219,Other Accounting Services,7412,"Accounting, book-keeping and auditing activities; tax consultancy","bookkeeping, and nonauditing accountants"
1809,541310,Architectural Services,7421,Architectural and engineering activities and related technical consultancy,architectural services and consulting
1810,541320,Landscape Architectural Services,7421,Architectural and engineering activities and related technical consultancy,"landscape architecture, urban planning, land use planning, ski area planning, and similar"
1811,541330,Engineering Services,7421,Architectural and engineering activities and related technical consultancy,"design of production lines, engineering services and project management services for technical projects other than construction"
1813,541340,Drafting Services,7421,Architectural and engineering activities and related technical consultancy,drafting services
1814,541350,Building Inspection Services,7421,Architectural and engineering activities and related technical consultancy,"building inspection services, during or after construction"
1815,541360,Geophysical Surveying and Mapping Services,7421,Architectural and engineering activities and related technical consultancy,geophysical surveying and mapping
1816,541370,Surveying and Mapping (except Geophysical) Services,7421,Architectural and engineering activities and related technical consultancy,surveying and mapping except geophysical
1817,541380,Testing Laboratories,7422,Technical testing and analysis,"physical, chemical and analytical testing"
1818,541380,Testing Laboratories,7523,Public order and safety activities,police laboratories 
1819,541410,Interior Design Services,7499,Other business activities n.e.c.,interior design services
1820,541420,Industrial Design Services,7421,Architectural and engineering activities and related technical consultancy,"industrial design of tools, seating, automobiles, packaging, and similar. This link does not include fashion design, jewelry design or other purely aesthetic design activities."
1821,541420,Industrial Design Services,7499,Other business activities n.e.c.,simple furniture design 
1822,541430,Graphic Design Services,7499,Other business activities n.e.c.,graphic design services
1823,541490,Other Specialized Design Services,7499,Other business activities n.e.c.,"fashion design, textile design, jewelry design, and similar aesthetic design services"
1824,541511,Custom Computer Programming Services,7229,Other software consultancy and supply,custom computer programming and modification of packaged programs to fit a specific users needs
1825,541512,Computer Systems Design Services,7210,Hardware consultancy,"computer hardware consulting, hardware and software integration services"
1827,541512,Computer Systems Design Services,7229,Other software consultancy and supply,"software consulting, integration of multiple software packages within users systems"
1828,541513,Computer Facilities Management Services,7230,Data processing,managing the computer facilities of others (facilities on the client's premises)
1829,541519,Other Computer Related Services,7290,Other computer related activities,"software installation services, computer disaster recovery services"
1831,541611,Administrative Management and General Management Consulting Services,7414,Business and management consultancy activities,financial and other general management consulting 
1832,541612,Human Resources and Executive Search Consulting Services,6720,Activities auxiliary to insurance and pension funding,actuarial consulting services
1833,541612,Human Resources and Executive Search Consulting Services,7414,Business and management consultancy activities,human resource consulting
1834,541612,Human Resources and Executive Search Consulting Services,7491,Labour recruitment and provision of personnel,executive search and placement services
1835,541613,Marketing Consulting Services,7414,Business and management consultancy activities,marketing management consulting
1836,541614,"Process, Physical Distribution, and Logistics Consulting Services",6309,Activities of other transport agencies,freight rate auditors and consultants
1837,541614,"Process, Physical Distribution, and Logistics Consulting Services",7414,Business and management consultancy activities,"production management consulting, manufacturing management consulting services, productivity improvement consulting services"
1838,541618,Other Management Consulting Services,7414,Business and management consultancy activities,"telecommunications consulting, utility management consulting, etc."
1839,541620,Environmental Consulting Services,7421,Architectural and engineering activities and related technical consultancy,environmental consulting services
1840,541690,Other Scientific and Technical Consulting Services,7414,Business and management consultancy activities,"agricultural consulting, economic consulting, workplace safety consultants, etc."
1841,541690,Other Scientific and Technical Consulting Services,7421,Architectural and engineering activities and related technical consultancy,other miscellaneous scientific and technical consulting services
1842,541690,Other Scientific and Technical Consulting Services,7492,Investigation and security activities,security consulting services
1843,541710,"Research and Development in the Physical, Engineering, and Life Sciences",7310,Research and experimental development on natural sciences and engineering (NSE),"R&D in agriculture, electronics, environmental, biology, botany, biotechnology, computers, chemistry, etc."
1844,541720,Research and Development in the Social Sciences and Humanities,7320,Research and experimental development on social sciences and humanities (SSH),"R&D in cognitive development, sociology, psychology, language, behavior, economic, and other social sciences and humanities"
1845,541810,Advertising Agencies,7430,Advertising,advertising agencies
1846,541820,Public Relations Agencies,7414,Business and management consultancy activities,public relations agencies
1847,541830,Media Buying Agencies,7430,Advertising,media buying agencies purchasing advertising space from media outlets and reselling it to individual companies
1848,541840,Media Representatives,7430,Advertising,sale of time and space for various media soliciting agencies
1849,541850,Display Advertising,7430,Advertising,"outdoor advertising services such as bill boards, transit cards, aerial advertising"
1850,541860,Direct Mail Advertising,7430,Advertising,direct mail advertising
1851,541860,Direct Mail Advertising,7499,Other business activities n.e.c.,mailing services on a contract or fee basis (letter shop services)
1852,541870,Advertising Material Distribution Services,7430,Advertising,distribution and delivery material or samples
1853,541890,Other Services Related to Advertising,7430,Advertising,"window displays, showroom displays, advertising specialty distribution services"
1853.1,541890,Other Services Related to Advertising,7499,Other business activities n.e.c.,"merchandise demonstrations, mannequin decorating"
1854,541910,Marketing Research and Public Opinion Polling,7413,Market research and public opinion polling,"market research and public opinion polling, including broadcast media rating services"
1855,541921,"Photography Studios, Portrait",7494,Photographic activities,"portrait photography studios and event video taping services (e.g., wedding video photographers)"
1856,541922,Commercial Photography,7494,Photographic activities,"commercial photography, including photographers specializing in aerial photography and medical photography"
1857,541930,Translation and Interpretation Services,7499,Other business activities n.e.c.,translation and interpretation services
1859,541940,Veterinary Services,8520,Veterinary activities,"veterinary clinics, hospitals, testing labs, and similar"
1860,541990,"All Other Professional, Scientific, and Technical Services",0501,Fishing,"fish stock management, contract service "
1863.1,541990,"All Other Professional, Scientific, and Technical Services",7411,Legal activities,arbitration and conciliation services not provided by lawyers or paralegals 
1861,541990,"All Other Professional, Scientific, and Technical Services",7421,Architectural and engineering activities and related technical consultancy,"weather forecasting, meteorological services"
1862,541990,"All Other Professional, Scientific, and Technical Services",7492,Investigation and security activities,handwriting analysis services and expert services 
1863,541990,"All Other Professional, Scientific, and Technical Services",7499,Other business activities n.e.c.,"referees in bankruptcy, non-real estate appraisal activities, commodity inspection services, visual inspection of power lines, pipelines, and similar inspection services not associated with transportation"
1864,541990,"All Other Professional, Scientific, and Technical Services",8532,Social work activities without accommodation,consumer credit and debt counseling services
1865,551111,Offices of Bank Holding Companies,6599,Other financial intermediation n.e.c.,bank holding companies
1866,551112,Offices of Other Holding Companies,6599,Other financial intermediation n.e.c.,other financial holding companies (except bank holding companies)
1867,551112,Offices of Other Holding Companies,7414,Business and management consultancy activities,holding companies (except financial holding companies)
1868,551114,"Corporate, Subsidiary, and Regional Managing Offices",7414,Business and management consultancy activities,auxiliary management offices for multi-location enterprises
1869,561110,Office Administrative Services,7499,Other business activities n.e.c.,"providing a range of services to run the day-to-day office administrative operations (goes beyond basic secretarial services to include bookkeeping, etc.)"
1870,561210,Facilities Support Services,7020,Real estate activities on a fee or contract basis,"management of facilities, such as military bases, prisons, and other facilities (except computer facilities management)"
1871,561210,Facilities Support Services,7523,Public order and safety activities,private contract operation of prisons
1872,561310,Employment Placement Agencies,7491,Labour recruitment and provision of personnel,"personnel search, selection referral and placement"
1873,561310,Employment Placement Agencies,9249,Other recreational activities,"casting agencies and bureaus, etc."
1874,561320,Temporary Help Services,7491,Labour recruitment and provision of personnel,provision of temporary help
1875,561330,Professional Employer Organizations,7491,Labour recruitment and provision of personnel,"coemployment (PEO is the employer of record for the employees on matters relating to payroll, taxes, and other fiscal and human resource issues). The client is responsible for direction and supervision of employees."
1876,561410,Document Preparation Services,7499,Other business activities n.e.c.,"typing, stenographic services (except court), transcription, editing, other secretarial services"
1877,561421,Telephone Answering Services,7499,Other business activities n.e.c.,telephone answering and message forwarding services for clients
1878,561422,Telemarketing Bureaus,7499,Other business activities n.e.c.,telemarketing bureaus and call centers
1879,561431,Private Mail Centers,7499,Other business activities n.e.c.,"private mail centers providing mailing service, mailbox rental, and other office services, such as fax service and photocopying"
1880,561439,Other Business Service Centers (including Copy Shops),7499,Other business activities n.e.c.,"blueprinting, photocopying, multigraphing"
1881,561440,Collection Agencies,7499,Other business activities n.e.c.,bill collecting
1882,561440,Collection Agencies,7511,General (overall) public service activities,tax collection on a contract or fee basis
1883,561450,Credit Bureaus,7499,Other business activities n.e.c.,"credit rating, credit investigation, credit reporting"
1884,561491,Repossession Services,7499,Other business activities n.e.c.,automobile repossession services
1885,561492,Court Reporting and Stenotype Services,7499,Other business activities n.e.c.,stenography services (court and public)
1887,561499,All Other Business Support Services,7499,Other business activities n.e.c.,"mail presorting services, fund raising campaigns on a contract or fee basis"
1888,561510,Travel Agencies,6304,Activities of travel agencies and tour operators; tourist assistance activities n.e.c.,travel agencies
1889,561520,Tour Operators,6304,Activities of travel agencies and tour operators; tourist assistance activities n.e.c.,tour operators
1890,561591,Convention and Visitors Bureaus,6304,Activities of travel agencies and tour operators; tourist assistance activities n.e.c.,"tourism offices, and similar facilities"
1891,561599,All Other Travel Arrangement and Reservation Services,6304,Activities of travel agencies and tour operators; tourist assistance activities n.e.c.,"misc. travel arrangement activities, such as timeshare exchange services, separate transportation ticket offices, travel assistance automobile clubs, hotel reservation services, etc."
1892,561599,All Other Travel Arrangement and Reservation Services,9214,"Dramatic arts, music and other arts activities","ticket agencies, theatrical"
1893,561599,All Other Travel Arrangement and Reservation Services,9219,Other entertainment activities n.e.c.,"ticket agencies, amusement and entertainment (except theater, or sports)"
1895,561599,All Other Travel Arrangement and Reservation Services,9241,Sporting activities,sports ticket agencies
1896,561611,Investigation Services,7492,Investigation and security activities,"private detective and investigation services, fingerprinting, polygraph services"
1897,561612,Security Guards and Patrol Services,7492,Investigation and security activities,security guards and patrol services
1898,561613,Armored Car Services,7492,Investigation and security activities,transport of valuables
1899,561621,Security Systems Services (except Locksmiths),7492,Investigation and security activities,"remote controlled supervision, prequalification of alarms"
1900,561622,Locksmiths,5260,Repair of personal and household goods,locksmiths
1901,561710,Exterminating and Pest Control Services,7493,Building-cleaning and industrial-cleaning activities,extermination services 
1902,561710,Exterminating and Pest Control Services,9000,"Sewage and refuse disposal, sanitation and similar activities",mosquito eradication services
1903,561720,Janitorial Services,7493,Building-cleaning and industrial-cleaning activities,"interior cleaning of all types of buildings interiors, interiors of transportation equipment, and windows"
1904,561730,Landscaping Services,0140,"Agricultural and animal husbandry service activities, except veterinary activities",landscaping services
1905,561740,Carpet and Upholstery Cleaning Services,9301,Washing and (dry-) cleaning of textile and fur products,carpet cleaning plants and carpet cleaning on customers' premises
1906,561790,Other Services to Buildings and Dwellings,4540,Building completion,power washing and other exterior cleaning
1907,561790,Other Services to Buildings and Dwellings,7493,Building-cleaning and industrial-cleaning activities,"chimney cleaning, gutter and ventilation duct cleaning, swimming pool cleaning, lighting maintenance services"
1908,561790,Other Services to Buildings and Dwellings,9000,"Sewage and refuse disposal, sanitation and similar activities","sweeping and snow removal from driveways, parking lots, and similar"
1909,561910,Packaging and Labeling Services,7495,Packaging activities,"labeling, stamping, imprinting, gift wrapping, parcel packing, blister packing"
1910,561920,Convention and Trade Show Organizers,7499,Other business activities n.e.c.,"fair, exhibition and congress organizers"
1911,561990,All Other Support Services,1120,Service activities incidental to oil and gas extraction excluding surveying,oil and gas field fire fighting services as a commercial activity
1912,561990,All Other Support Services,1712,Finishing of textiles,"cloth cutting, winding, or bolting for the trade"
1913,561990,All Other Support Services,5149,"Wholesale of other intermediate products, waste and scrap",bottle exchanges
1914,561990,All Other Support Services,7499,Other business activities n.e.c.,"parking meter coin collection services, independent auctioneers, stamp trading, various miscellaneous business services, bartering services, diving services, etc."
1916,561990,All Other Support Services,7513,Regulation of and contribution to more efficient operation of business,vehicle license issuing on a contract or fee basis
1917,561990,All Other Support Services,7523,Public order and safety activities,commercial fire fighting
1918,562111,Solid Waste Collection,9000,"Sewage and refuse disposal, sanitation and similar activities","solid waste collection, including mixed recyclables and solid waste transfer stations, collection and servicing of public area trash containers, treatment and filtration of hazardous industrial waste water, treatment and disposal of hazardous waste, treatment or disposal of medical grade radioactive waste"
1920,562112,Hazardous Waste Collection,9000,"Sewage and refuse disposal, sanitation and similar activities",collection of hazardous waste
1921,562119,Other Waste Collection,9000,"Sewage and refuse disposal, sanitation and similar activities",including rubble and brush collection
1922,562211,Hazardous Waste Treatment and Disposal,2330,Processing of nuclear fuel,radioactive waste treatment facilities
1923,562211,Hazardous Waste Treatment and Disposal,9000,"Sewage and refuse disposal, sanitation and similar activities","treatment and filtration of hazardous industrial waste water, treatment and disposal of hazardous waste, treatment or disposal of medical grade"
1925,562212,Solid Waste Landfill,9000,"Sewage and refuse disposal, sanitation and similar activities",operation of solid waste landfills
1926,562213,Solid Waste Combustors and Incinerators,9000,"Sewage and refuse disposal, sanitation and similar activities","combustors and incinerators, including those producing byproducts, such as steam or electricity"
1927,562219,Other Nonhazardous Waste Treatment and Disposal,9000,"Sewage and refuse disposal, sanitation and similar activities","treatment and filtration of nonhazardous industrial waste water (not part of sewer system), treatment and/or disposal of nonhazardous waste, n.e.c., including compost dumps"
1929,562910,Remediation Services,9000,"Sewage and refuse disposal, sanitation and similar activities","asbestos abatement contractors, decontamination and cleanup of contaminated buildings, soil, water, etc., mine reclamation (more than earth moving activities)"
1931.1,562920,Materials Recovery Facilities,3710,Recycling of metal waste and scrap,metal waste and scrap recovery facilities
1932.2,562920,Materials Recovery Facilities,3720,Recycling of non-metal waste and scrap,nonmetal waste and scrap recovery facilities
1931,562920,Materials Recovery Facilities,9000,"Sewage and refuse disposal, sanitation and similar activities",facilities for separating recyclable materials from the waste stream or separating mixed recyclables into distinct categories
1932,562991,Septic Tank and Related Services,9000,"Sewage and refuse disposal, sanitation and similar activities","servicing of septic tanks and cesspools, rental and servicing of portable toilets"
1933,562998,All Other Miscellaneous Waste Management Services,9000,"Sewage and refuse disposal, sanitation and similar activities",sewer cleaning and rodding
1934,611110,Elementary and Secondary Schools,8010,Primary education,"preschool, kindergarten, elementary schools, and associated school boards"
1935,611110,Elementary and Secondary Schools,8021,General secondary education,"junior high school, high school, and associated school boards"
1936,611110,Elementary and Secondary Schools,8022,Technical and vocational secondary education,technical and vocational high schools
1937,611210,Junior Colleges,8030,Higher education,post secondary education not leading to a university degree
1938,611310,"Colleges, Universities, and Professional Schools",8030,Higher education,post secondary education leading to a university degree
1939,611410,Business and Secretarial Schools,8090,Other education,business and secretarial training not leading to a secondary school or university degree
1940,611420,Computer Training,8090,Other education,"computer training (except computer repair) not leading to a secondary school or university degree - programming, operation, network training, etc."
1941,611430,Professional and Management Development Training,8090,Other education,short duration courses and seminars in management and professional development
1942,611511,Cosmetology and Barber Schools,8090,Other education,beauty and barber schools
1943,611512,Flight Training,8090,Other education,"type rating (certificate for 747, 757, etc.), flight training schools"
1945,611513,Apprenticeship Training,8090,Other education,apprenticeship training program often including course work and practical application
1946,611519,Other Technical and Trade Schools,8090,Other education,"bus, truck, chauffeur training; marine navigation schools, bartending, broadcasting, computer repair, modeling, real estate, heavy equipment operation instruction, and other technical and trade training"
1949,611610,Fine Arts Schools,8090,Other education,"training in drama, music, artistic painting, photography, and similar fine arts not leading to a secondary school or university degree"
1950,611610,Fine Arts Schools,9219,Other entertainment activities n.e.c.,dance schools and dance instruction
1951,611620,Sports and Recreation Instruction,9241,Sporting activities,"judo and karate instruction facilities, sports instruction and sports camps"
1953,611630,Language Schools,8090,Other education,language schools and training in second languages (including sign language) not leading to a secondary or university degree
1954,611691,Exam Preparation and Tutoring,8090,Other education,training in preparation for standardized tests or exams
1955,611692,Automobile Driving Schools,8090,Other education,drivers education and driver training
1956,611699,All Other Miscellaneous Schools and Instruction,8090,Other education,"public speaking training, survival training, speed reading training, and other miscellaneous training"
1957,611699,All Other Miscellaneous Schools and Instruction,9241,Sporting activities,"card game instruction (such as bridge), lifeguard training"
1957.1,611699,All Other Miscellaneous Schools and Instruction,9309,Other service activities n.e.c.,yoga instruction
1958.1,611710,Educational Support Services,7414,Business and management consultancy activities,testing development services
1958,611710,Educational Support Services,7499,Other business activities n.e.c.,"educational support services, such as educational consultants, exchange student programs, and other specialized educational support services"
1958.2,611710,Educational Support Services,8532,Social work activities without accommodation,guidance counseling
1959,621111,Offices of Physicians (Except Mental Health Specialists),8512,Medical and dental practice activities,physicians' offices
1960,621112,"Offices of Physicians, Mental Health Specialists",8512,Medical and dental practice activities,psychiatrists' offices
1961,621210,Offices of Dentists,8512,Medical and dental practice activities,dental activities
1962,621310,Offices of Chiropractors,8519,Other human health activities,chiropractic services
1963,621320,Offices of Optometrists,8519,Other human health activities,optometrists
1964,621330,Offices of Mental Health Practitioners (except Physicians),8519,Other human health activities,"mental health practitioners that are not medical doctors, psychologists for example"
1965,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",8519,Other human health activities,"physical therapists, and similar"
1966,621391,Offices of Podiatrists,8519,Other human health activities,podiatrists
1967,621399,Offices of All Other Miscellaneous Health Practitioners,8519,Other human health activities,"homeopaths, dental hygienists, registered or practical nurses, midwives, and other miscellaneous health practitioners"
1968,621410,Family Planning Centers,8512,Medical and dental practice activities,"family planning centers providing medical treatment, such as sterilization and termination of pregnancy"
1969,621410,Family Planning Centers,8519,Other human health activities,"medical family planning centers, services by nurses and other medical professionals (except doctors)"
1970,621410,Family Planning Centers,8532,Social work activities without accommodation,"family planning counseling and services not provided by doctors, nurses, or other medical professionals "
1971.1,621420,Outpatient Mental Health and Substance Abuse Centers,8512,Medical and dental practice activities,"outpatient detoxification centers, drug addiction centers, mental health centers etc., with medical doctors providing services"
1971,621420,Outpatient Mental Health and Substance Abuse Centers,8519,Other human health activities,"outpatient detoxification centers, drug addiction centers, mental health centers etc., without medical doctors providing services"
1972,621491,HMO Medical Centers,8512,Medical and dental practice activities,medical centers operated by health maintenance organizations and typically representing the primary care provider for members
1973,621492,Kidney Dialysis Centers,8519,Other human health activities,kidney dialysis centers 
1974,621493,Freestanding Ambulatory Surgical and Emergency Centers,8512,Medical and dental practice activities,"freestanding emergency medical centers, and similar outpatient care facilities"
1975,621498,All Other Outpatient Care Centers,8512,Medical and dental practice activities,"medical outpatient centers, such as pain therapy or community health centers"
